company_name,company_age,diversity_score,glassdoor_rating,hq_region
Watkins Ltd,17,9.57,4.6,Asia
"Macdonald, Willis and Silva",77,7.81,3.5,Europe
Haynes-Watson,75,6.83,2.9,Europe
"Maxwell, Rice and Watson",44,5.06,3.7,Europe
Moreno-Gutierrez,14,5.03,4.4,Asia
Todd-Pham,30,7.36,3.9,Africa
Stafford Inc,56,8.27,3.3,Oceania
Love-Mcdowell,61,9.01,3.5,Oceania
Proctor-Taylor,61,6.17,4.7,North America
Williams-Moses,78,9.53,3.3,Europe
Marshall-Miller,72,6.64,4.3,Africa
"Campbell, Tyler and Parker",53,5.89,3.0,South America
Johnson-Schultz,73,7.21,3.4,Africa
Lowe Ltd,99,5.61,2.8,Europe
"Morgan, Barron and Cowan",35,7.92,3.8,South America
Smith-Gutierrez,41,8.63,4.8,South America
"Brown, Schneider and Moore",53,8.87,4.7,Africa
"Gregory, Nguyen and Daugherty",62,6.84,4.8,Asia
"Dyer, Potter and Mack",70,7.54,3.0,Oceania
"Jones, Mcmahon and Spence",70,5.09,4.4,Oceania
Roberts Ltd,18,9.93,4.9,Oceania
Richard-Russell,25,8.64,3.0,Europe
Gomez-Parrish,30,7.49,4.0,North America
Wells-Hernandez,35,6.92,4.8,Europe
"Young, Contreras and Marshall",74,6.8,4.8,South America
Boyd and Sons,26,7.75,4.2,Africa
Duffy-Wilkerson,1,7.63,4.6,North America
Morgan-Barnes,74,6.55,3.8,Oceania
Hayes LLC,94,5.1,4.9,Asia
Anderson-Campbell,88,8.36,3.7,South America
"Hanson, Williams and Mcclure",4,9.56,2.5,South America
Underwood-Foster,80,6.64,4.0,Oceania
"Moreno, Perez and Lang",52,7.03,4.7,Europe
"Bernard, Flores and Fleming",61,9.33,3.0,Europe
White-Carlson,44,5.8,4.9,North America
Jones-Lin,13,6.27,4.0,Oceania
Marquez-Fletcher,44,8.91,3.8,Oceania
"Lewis, Castillo and Tate",30,7.8,4.9,South America
"Vincent, Parsons and Allen",88,7.76,4.5,South America
Howard-Taylor,84,7.71,2.7,Oceania
Fisher-Washington,5,6.95,4.9,Oceania
"Garrett, Johnson and Reynolds",9,9.7,2.7,Europe
Sanders-Espinoza,72,5.28,3.4,North America
Mckinney-Wallace,39,8.14,2.9,North America
Miller Group,22,6.58,3.5,North America
"Craig, Wilson and Yang",78,7.14,4.6,Asia
Black-Graham,37,7.98,3.9,Asia
"Smith, Gilmore and Johnston",80,7.55,4.1,South America
"Jones, Cummings and Conway",46,7.41,3.0,Oceania
Valentine-Holland,31,8.12,3.6,North America
Johnson Ltd,59,7.59,4.3,South America
Conway-Mann,59,7.68,3.1,South America
Bauer PLC,20,8.06,3.1,North America
Williams-Brown,73,6.89,4.8,Europe
"Wilkinson, Wallace and Torres",12,9.9,3.9,Oceania
Peters Ltd,72,5.95,4.0,Asia
Villanueva LLC,90,8.87,3.0,Oceania
Bell-Hardy,23,5.73,2.7,North America
"Hayden, Harmon and Mcdonald",73,5.49,4.5,Europe
"Newman, Jenkins and Cooper",98,6.23,3.6,Europe
Duran LLC,20,9.23,3.3,North America
Pittman PLC,3,9.24,4.0,South America
"Foster, Henry and Morrison",17,8.78,2.8,South America
"Brown, Robinson and Taylor",42,9.01,3.7,Asia
"Harris, Stephens and Kramer",37,8.48,3.8,Africa
Colon-Lucas,33,7.6,3.3,Asia
Garrett-Black,2,9.95,2.9,Asia
Dean LLC,73,9.62,4.1,South America
Barton-Chapman,7,5.32,4.6,Europe
Abbott Ltd,45,8.28,4.7,North America
Decker and Sons,9,5.76,3.7,Africa
Love-Mcdowell,79,7.19,5.0,Africa
Garcia Ltd,15,5.17,3.3,North America
Rogers Group,72,9.9,3.0,South America
Ferguson and Sons,54,5.81,4.7,Oceania
Stone PLC,28,9.43,2.7,Asia
Doyle Ltd,54,8.96,4.0,North America
Curry Inc,83,7.98,4.0,Oceania
Byrd and Sons,37,7.75,4.1,North America
"Ferguson, Martin and Obrien",5,9.33,4.2,North America
Rodriguez and Sons,63,6.03,3.0,Oceania
"Haas, Cooper and Davis",37,8.48,5.0,Oceania
"Wilson, Smith and Cortez",55,6.67,3.7,Europe
Estrada-Nolan,47,8.47,2.9,Oceania
"Gilbert, Fitzgerald and Sanchez",42,5.82,4.3,Asia
Bartlett Ltd,77,6.34,4.1,South America
Simpson LLC,26,9.53,3.3,Europe
Anthony-Parker,42,6.9,4.0,Asia
"Griffin, Davies and Mitchell",99,6.62,3.4,Asia
Coffey-Johnson,80,5.42,4.7,Europe
Ortega Inc,10,6.28,2.5,Asia
Simpson LLC,95,8.25,3.7,Europe
Hayes and Sons,3,6.17,4.2,Oceania
Thompson-Wright,10,5.63,4.0,Africa
Thompson-Hunter,42,6.44,3.6,Asia
"Carroll, Ramirez and Rodriguez",54,7.65,3.3,Oceania
Freeman-Chang,86,6.64,4.8,Africa
Lewis-Murphy,78,9.13,3.8,Oceania
Morgan-Barnes,95,7.72,4.1,Europe
"Brown, Robinson and Taylor",82,6.37,5.0,North America
Perez Group,19,7.01,4.0,South America
"Brown, Romero and Collins",3,9.22,3.0,Africa
Pearson-King,60,9.51,4.2,Oceania
Welch-Thompson,69,5.34,3.9,Asia
Warren and Sons,7,7.27,2.7,Asia
Ray Ltd,85,7.36,4.0,South America
"Johnson, Haynes and Meza",47,6.51,4.0,Europe
Bailey-Cook,41,9.1,3.3,South America
Larson and Sons,25,7.11,2.8,North America
"Wood, Crane and Guzman",99,6.92,4.4,South America
"Owen, Walker and Franklin",99,5.34,3.3,Europe
Welch-Suarez,76,9.64,3.0,South America
"Hughes, Whitney and Romero",82,6.04,4.6,Africa
Black-Graham,85,5.08,4.0,Oceania
"Adams, Quinn and Watson",20,7.87,2.8,Asia
"Kelley, Nguyen and Vang",71,9.35,4.2,Africa
Villegas PLC,7,9.84,4.1,Oceania
Michael-Barber,95,9.1,3.8,Asia
"Fitzpatrick, Rivera and Smith",34,6.98,4.6,Asia
James Group,95,5.54,4.5,South America
"Evans, Jackson and Sandoval",84,8.81,3.8,Europe
Doyle Ltd,40,6.56,3.1,North America
Perez-White,99,5.99,4.3,South America
"Kelley, Nguyen and Vang",71,8.21,3.8,Asia
"Moon, Farmer and Hill",53,9.99,2.5,North America
Oneill and Sons,31,8.2,3.7,Oceania
"Evans, Hayden and Vaughn",90,9.98,2.9,Africa
Porter LLC,80,6.47,4.7,Asia
"Jordan, Thompson and Lopez",56,5.06,3.1,Europe
Larson and Sons,67,9.1,3.2,Oceania
Fuentes Group,1,5.78,3.2,South America
Cummings and Sons,59,5.73,3.9,Oceania
Mckinney-Wallace,23,5.72,3.7,South America
Jenkins-Brown,26,6.69,3.3,Europe
Diaz Inc,67,6.62,2.6,North America
Conway-Mann,21,6.22,3.2,Africa
Oneal-Duncan,27,5.28,3.3,Europe
"Gray, Montoya and Miller",45,5.36,3.2,North America
Evans-Cannon,79,5.7,2.8,North America
Valentine-Holland,77,9.07,4.0,Asia
Diaz-Mcclain,90,5.94,4.6,South America
"Anderson, Thompson and Gill",38,8.37,3.8,Oceania
Hernandez-Davis,42,6.56,3.6,Africa
Powers LLC,57,6.5,5.0,South America
"Hess, Christensen and Perez",94,8.98,4.3,North America
Lopez-Fletcher,17,9.7,3.7,North America
"Arroyo, Miller and Tucker",42,9.08,3.9,North America
"Richard, Davis and Rogers",48,6.76,3.6,South America
"Burns, Lopez and Jones",76,6.57,4.8,Asia
Conrad Group,78,5.54,3.0,North America
Glover-Chan,15,9.13,4.7,Asia
Ferguson and Sons,52,6.67,3.7,North America
Austin-Duran,99,5.78,3.5,Africa
"Holland, Murphy and Kline",13,9.91,4.2,Oceania
"Sanford, Rivera and Garcia",34,9.91,4.8,South America
Roberts Group,47,8.51,3.4,North America
"Jacobson, Singleton and King",64,8.69,3.5,Europe
Benton Group,19,9.42,3.6,South America
Hughes Inc,9,8.22,2.8,Europe
Brennan-Johnson,12,6.42,4.2,Europe
Taylor-Barry,80,5.08,4.2,Africa
"Mcneil, Solis and Horton",46,9.56,4.1,Asia
Lucas-Johnson,50,6.8,3.9,Africa
"Nguyen, Padilla and Boyd",21,6.27,2.8,South America
"Holmes, Williams and Wright",79,9.41,4.6,Europe
Wells-Perkins,47,9.12,4.8,Oceania
Johnson and Sons,27,5.54,3.8,North America
Sellers-Zuniga,64,9.81,3.2,Asia
Young-Molina,47,8.19,4.6,Europe
"Shaffer, Garcia and Richardson",71,7.98,3.8,Asia
Villegas PLC,75,8.94,3.0,Africa
Robertson-Ramirez,4,7.14,3.1,Africa
Edwards-Roth,10,8.21,2.6,Europe
Nielsen-Mendoza,87,9.69,4.9,Africa
"Williams, Mccoy and Cook",64,8.47,4.1,North America
Alvarado-Durham,82,8.75,5.0,North America
"Lopez, Hess and Smith",35,5.95,4.6,Asia
Lopez-Jones,34,6.26,2.9,North America
"Watson, Smith and Morris",32,5.42,2.7,Oceania
"Wallace, Roman and Lawson",9,6.72,2.7,South America
Tran Ltd,25,5.34,4.1,Oceania
"Pratt, Lopez and Rodriguez",16,7.2,3.5,North America
Moss LLC,11,5.86,4.6,Oceania
"Harris, Santana and Lopez",88,9.32,2.7,North America
White Ltd,29,9.72,3.1,Oceania
Medina Group,12,6.98,5.0,Africa
Small-Anderson,82,9.1,3.9,South America
Thomas-Berg,55,9.68,4.3,Asia
Herman-Walker,83,7.09,4.2,Oceania
"Choi, Garcia and Farmer",60,7.52,3.3,Asia
"Brooks, Greene and Rowland",57,7.96,4.6,Africa
"Roach, Browning and Jordan",14,5.84,4.1,Africa
"Lucas, Parker and Alexander",81,6.63,2.8,Europe
Martin-Ewing,55,8.46,2.9,Africa
Singh and Sons,16,8.71,3.3,Oceania
"Jennings, Smith and Fisher",62,6.02,4.4,South America
"Scott, Mendoza and Harris",11,6.95,4.3,Asia
Dominguez Ltd,91,9.79,4.7,South America
Mcdowell-Smith,94,9.95,4.2,Asia
Underwood-Smith,64,6.24,3.2,Africa
"Wilson, Smith and Cortez",16,8.66,2.6,North America
Cortez-Olson,9,7.47,4.5,North America
Brooks Ltd,84,9.02,5.0,Oceania
Wyatt Ltd,54,9.28,3.8,Europe
Williams PLC,32,6.67,4.3,Africa
"Cruz, Richmond and Edwards",90,8.04,3.7,North America
Flores-Johnson,97,7.85,2.8,Europe
"Miller, Schultz and Yates",79,8.56,4.0,Africa
"Walker, Cunningham and Zuniga",79,8.43,2.6,North America
"Ramos, Davidson and Smith",49,8.22,2.8,Europe
"Alvarado, Miller and Patterson",99,9.65,4.7,Oceania
Hill Ltd,31,8.47,4.5,Oceania
Smith PLC,22,7.11,2.9,Europe
"Terrell, Byrd and Ross",2,5.52,4.4,North America
"Abbott, Green and Andrews",15,7.25,4.0,Asia
Bradley-Davis,38,5.06,3.0,Oceania
Underwood-Foster,50,8.06,3.2,Africa
"Carter, Alexander and Hunter",69,6.37,4.2,South America
"Fernandez, Kim and George",88,6.37,2.5,Oceania
Hancock and Sons,58,5.54,4.3,North America
"Davis, Rodriguez and Andrews",54,6.62,3.0,Asia
Vega-Thomas,91,9.38,4.6,Europe
Mendoza-Garza,36,9.56,4.2,North America
Montgomery PLC,84,8.33,3.4,South America
"Aguirre, Cohen and Mitchell",81,9.36,3.8,Europe
"Garrison, Ryan and Miller",57,6.6,2.8,Europe
"Schmidt, Hansen and Stewart",93,5.83,3.4,Africa
Sawyer Group,74,7.75,4.7,South America
Kane-Knox,42,6.78,4.2,Oceania
Schwartz-Harris,51,7.34,3.9,South America
Weeks and Sons,77,6.72,4.2,Europe
Hunt PLC,1,9.19,4.2,South America
"Ortega, Jackson and Salazar",68,9.76,2.8,Asia
Smith-Bauer,4,8.59,4.9,Asia
Gentry Group,13,6.74,2.6,Africa
Novak and Sons,26,5.93,4.3,Oceania
"Johnson, Collier and Powers",79,7.55,4.0,Oceania
"Anderson, Jones and Reyes",75,6.68,3.0,Oceania
Yang Group,16,6.63,4.7,Asia
King-Martinez,68,6.42,4.9,Africa
Baker LLC,12,9.94,3.4,South America
Adams-Sanders,97,7.23,3.9,Europe
Wagner LLC,77,5.38,3.4,Oceania
"Powell, Johnson and Allen",70,7.99,3.0,Asia
Werner-Carter,49,5.44,3.2,Africa
"Lopez, Hess and Smith",30,5.52,4.4,Africa
"Grant, Bryan and Williams",69,6.1,3.3,South America
Cook-Oliver,59,8.17,3.3,Europe
"Smith, Griffith and Tucker",45,6.47,2.8,Africa
Bruce-Gonzalez,91,5.01,3.0,Europe
Barton-Chapman,14,8.91,4.0,South America
"Chang, Ayers and Buckley",90,7.39,4.9,Oceania
"Avery, Horton and Fernandez",51,7.17,4.9,Europe
"Valencia, Joseph and Walls",2,6.28,3.3,Europe
Ballard Ltd,42,5.01,2.9,Oceania
Wagner LLC,18,8.8,4.6,Europe
Andersen LLC,89,6.78,3.6,North America
"Gonzalez, Gross and Sims",29,5.18,3.1,Asia
"Barker, Tucker and Mcclure",87,7.39,3.9,North America
George LLC,60,9.69,3.2,South America
"Burns, Lopez and Jones",80,8.28,4.0,North America
"Gonzalez, Gross and Sims",80,5.24,4.5,South America
"Hudson, Bennett and Gray",32,6.02,3.0,North America
Wright-Grimes,15,7.93,3.5,Europe
Simpson LLC,47,6.42,4.8,Asia
Stephens-Young,85,5.21,4.4,Africa
Anderson-Mcclain,87,6.07,3.5,Europe
Higgins Group,70,6.77,4.5,Africa
Klein PLC,6,7.43,4.3,Africa
"Hall, Baker and Moody",41,5.71,2.7,Europe
Garcia Ltd,13,7.97,4.5,Europe
Parks LLC,97,7.92,2.5,North America
Love-Mcdowell,76,7.93,4.9,North America
Wilson Ltd,20,8.81,4.3,North America
Castaneda-Ashley,62,5.69,3.8,South America
"Griffith, Mitchell and Pugh",37,8.35,4.4,North America
Black-Graham,27,7.14,4.0,North America
"Sullivan, Palmer and Brady",17,9.16,4.6,Oceania
Humphrey-Baker,55,8.95,4.7,Oceania
"Smith, Gilmore and Johnston",18,8.65,3.1,Europe
"Palmer, Rice and Benson",42,6.06,4.9,Asia
"Jackson, Miller and Robertson",60,6.62,3.5,South America
"Turner, Ortiz and Taylor",48,9.99,4.2,Oceania
"Franco, Wiley and Tapia",32,7.76,2.9,South America
Henderson-Bernard,67,6.67,3.8,South America
Miller-Christensen,23,5.65,5.0,Africa
"Aguirre, Cohen and Mitchell",48,5.18,3.4,Asia
"House, Smith and Wright",1,5.3,3.7,South America
Wright-Grimes,17,8.72,4.4,Europe
Santiago-Marshall,26,7.28,2.8,Africa
Armstrong-Young,52,9.58,4.8,Africa
Guerrero Group,14,9.47,3.1,Asia
"Smith, Cohen and Williams",23,8.83,4.7,Africa
Smith-Joyce,79,7.04,3.6,North America
Garcia Inc,26,8.23,3.1,South America
Lewis-Miller,6,7.73,3.8,Asia
Hardy-Wallace,81,5.53,4.9,Africa
Jimenez Inc,67,6.58,4.2,South America
Barnes-Blackwell,15,9.8,4.0,Oceania
Blanchard-Reynolds,76,8.27,4.1,Asia
"Greer, Potter and Evans",49,8.4,2.6,Africa
Armstrong and Sons,14,6.89,3.4,Africa
"Butler, Hernandez and Rivera",54,8.1,4.7,South America
Hall-Brown,91,7.7,3.0,Asia
Russell-Daniels,91,9.42,4.8,North America
King-Smith,95,9.7,3.1,Africa
May Group,95,5.62,4.4,Africa
"Hall, Baker and Moody",34,5.49,3.1,South America
Harris Ltd,38,9.37,3.3,Asia
Barnes-Blackwell,96,5.71,2.8,Asia
Joseph-Brooks,86,8.58,2.5,Oceania
"Brown, Hurst and Blevins",24,5.46,4.6,Asia
Davies-Morales,44,8.55,3.6,Africa
Solis-West,79,7.52,4.3,Oceania
"Johnson, Guzman and Mccall",89,9.94,4.4,North America
"Roth, Lee and Griffin",50,8.39,3.3,Asia
Freeman-Chang,1,8.29,2.9,Asia
Davis-Gregory,16,7.08,4.5,South America
"Johnson, Guzman and Mccall",22,6.5,4.6,Asia
Blevins-Ballard,67,7.81,3.0,Oceania
"Mann, Wade and Spence",77,7.23,2.8,South America
Yu-Brooks,4,8.31,3.7,Oceania
Gould LLC,23,6.52,4.4,Asia
Kelley-Anderson,39,6.93,4.8,Oceania
"Peterson, Reid and Johnson",93,5.26,4.7,Oceania
Wood LLC,18,8.76,3.6,Asia
Andersen Group,12,6.3,3.8,Africa
Chavez-Johnson,94,9.63,3.6,Europe
Hudson-Morris,49,7.1,3.7,North America
Garcia Inc,20,8.34,3.6,Europe
Kirk-Gutierrez,72,7.16,3.3,Oceania
Bailey LLC,50,5.55,3.9,Oceania
Wells Inc,12,8.19,3.8,Asia
Holt and Sons,84,5.41,4.7,South America
Brown Group,63,7.02,4.6,Europe
"Kramer, Sherman and Trujillo",10,5.47,3.9,Asia
Ramirez-Stephenson,59,7.1,4.3,Europe
Graham Group,87,8.72,4.1,Africa
Rangel LLC,28,6.47,3.3,Oceania
Hill Group,57,7.78,3.8,South America
Smith PLC,1,6.68,3.3,North America
"Leonard, Ballard and Miller",86,8.26,4.6,Oceania
"Anderson, Jones and Reyes",92,6.03,3.5,Europe
Johnson and Sons,49,5.03,3.9,Africa
"Curry, Estrada and Anderson",95,6.93,3.6,Europe
Martinez-Freeman,87,8.41,3.6,North America
Rowe Group,73,6.72,3.0,Oceania
Williams-Moses,28,6.31,4.0,Asia
"Baker, Clark and Armstrong",35,9.77,3.8,Asia
"Brown, Harris and Dougherty",84,8.71,3.3,Asia
Todd-Pham,25,6.12,2.6,South America
Smith-Grimes,88,7.13,3.3,Europe
Shaw-Carr,90,6.22,4.9,Oceania
"Thompson, Gibson and Riley",88,6.37,4.1,South America
Maxwell LLC,86,8.59,4.1,Asia
Duran LLC,85,6.87,3.1,Africa
Hernandez-Vaughn,27,8.91,3.8,Africa
Campbell LLC,64,6.8,3.0,Asia
Brown Group,87,8.26,3.8,Africa
Adkins-Meyer,19,6.18,2.7,Oceania
Decker Inc,16,6.78,4.3,Europe
Weaver-Thompson,26,7.79,2.8,North America
Washington-Esparza,57,6.67,3.6,Africa
Long-Parks,63,5.01,3.5,South America
"Williams, Mccoy and Cook",53,7.26,3.3,Africa
Stokes and Sons,19,7.35,3.0,Europe
"Abbott, Green and Andrews",26,6.2,3.3,Asia
Gould LLC,89,6.99,4.9,Asia
"Carter, Hendricks and Wolfe",84,8.75,4.9,Asia
Allen Group,64,7.99,4.2,South America
Ali PLC,34,5.65,2.9,Europe
"Johnson, Haynes and Meza",3,9.37,4.3,Oceania
Kent Inc,30,8.3,3.1,North America
"Fernandez, Kim and George",78,8.23,4.0,Asia
"Ramirez, Lyons and Briggs",63,9.33,3.7,Africa
Wilson-Lambert,48,8.28,4.9,Asia
Owens PLC,92,5.52,3.3,Europe
Hamilton LLC,64,5.04,3.2,Europe
Duffy-Wilkerson,25,8.53,4.9,Asia
"Rivera, Martinez and Richardson",70,9.2,4.4,Europe
Evans-Jones,59,5.51,4.5,Oceania
Collins Group,40,6.04,3.3,Oceania
Moyer-Bird,53,9.23,4.2,North America
Taylor-Barry,71,9.77,2.9,Europe
Klein PLC,88,9.42,3.9,Asia
"Price, Gray and Baker",92,9.99,4.2,Africa
Graves-Baird,23,7.06,2.7,North America
Whitney PLC,44,8.56,4.9,North America
Morrison-Short,53,8.32,2.7,Asia
"Jones, Smith and Hunter",78,7.16,2.5,Europe
"Hernandez, Lee and Fox",9,7.99,3.8,Europe
Klein PLC,77,7.79,3.8,South America
Diaz-Mcclain,53,8.38,4.8,South America
Harris-Carson,94,8.53,2.8,Africa
Gross-Valencia,46,9.94,3.2,Asia
"Lawson, Morris and Ramos",18,9.48,2.9,Africa
White Inc,14,8.23,3.6,Europe
Maxwell LLC,99,7.24,4.8,North America
Sanders-Espinoza,41,7.99,4.6,Oceania
Novak and Sons,71,9.53,2.7,Asia
Gay Inc,84,6.25,4.8,Oceania
Peterson-Ramsey,8,6.0,2.6,Asia
"House, Smith and Wright",12,9.04,3.8,Oceania
Mccormick and Sons,20,7.58,2.5,South America
Ward-Nelson,12,6.23,3.4,Africa
Atkinson LLC,80,6.59,3.5,South America
Gill Group,44,6.77,3.6,South America
"Fox, Chapman and Stone",63,5.82,3.9,North America
"Cole, Glass and Cunningham",95,6.6,5.0,Europe
Weaver-Thompson,27,6.65,4.5,Europe
"Schneider, Porter and Hanna",50,8.62,4.1,Oceania
Sullivan-Doyle,60,8.47,2.8,North America
Garcia PLC,43,8.23,3.8,Europe
Melton and Sons,11,5.58,5.0,Asia
Moon-Wilson,55,7.31,4.3,Asia
Patel-Morales,72,6.96,4.1,Africa
Velasquez Group,91,7.92,3.6,Asia
"Velez, Ward and Harrison",26,5.28,4.8,North America
"Ward, Jordan and Orr",30,5.25,4.9,Asia
Murray-Oconnor,96,9.31,3.9,Asia
"Phillips, Wagner and Jordan",54,6.07,4.3,Europe
Fowler-Haynes,51,6.47,4.3,South America
Curtis-Lowe,81,6.76,2.8,North America
"Smith, Gilmore and Johnston",54,7.03,4.8,Oceania
Solis-West,14,5.68,3.8,Africa
Suarez LLC,44,7.26,4.1,Oceania
Johnson-Munoz,41,8.04,4.0,Africa
Lambert-Nelson,84,6.92,3.6,Africa
Ortiz Ltd,69,8.79,3.2,North America
"Jones, Smith and Hunter",98,8.85,4.7,South America
Lam-Elliott,66,9.13,2.6,Europe
Chavez PLC,29,7.88,3.8,South America
"Thompson, Gibson and Riley",7,5.43,4.8,Asia
Herman-Walker,89,7.37,4.2,Europe
Wright Ltd,54,5.53,3.0,Africa
Scott-Wilson,2,9.23,2.9,South America
"Hall, Vega and Price",48,7.97,3.1,South America
"Byrd, Oliver and Martinez",32,9.62,4.7,Africa
Watts LLC,68,7.28,3.0,Oceania
"Saunders, Sparks and Harris",51,8.9,2.6,Africa
Joseph-Brooks,73,7.86,4.2,Europe
Velasquez Group,52,9.49,2.9,Oceania
"Jackson, Miller and Robertson",11,9.58,5.0,South America
Blake and Sons,83,8.63,2.9,Oceania
Poole-Miller,12,8.47,4.1,South America
Wang-Mcfarland,12,7.84,5.0,South America
Watson-Fischer,47,6.68,3.1,Oceania
"Grant, Bryan and Williams",27,5.82,4.1,North America
Walton LLC,44,9.9,3.1,Europe
"Goodman, Peterson and Spencer",57,7.26,2.9,Africa
Garcia Ltd,21,7.93,3.9,Asia
Burns-Ray,59,6.27,3.7,North America
Nguyen-Dennis,75,5.18,3.0,South America
Dudley Group,18,9.41,2.9,Asia
Oneal-Duncan,77,7.8,3.8,Europe
Ortiz Ltd,57,6.94,3.9,Oceania
Delgado Group,48,6.81,4.6,Africa
Berry-Rivera,62,5.06,3.2,North America
"Greer, Potter and Evans",76,6.31,4.6,South America
Andersen Group,52,9.7,4.5,North America
"Smith, Jones and Santiago",55,9.35,4.8,Oceania
Hall-Williams,35,9.58,3.2,Europe
"Davis, Stanley and Wright",83,7.76,3.9,Europe
Sanders-Espinoza,77,9.15,4.8,South America
Jimenez Ltd,1,5.35,4.4,Oceania
Hernandez-Dawson,53,8.64,4.7,Asia
Garcia-Jennings,17,8.74,4.7,South America
"Fitzpatrick, Rivera and Smith",60,9.22,3.1,North America
Blake LLC,36,8.55,3.3,Europe
"Wright, Ramos and Bennett",26,6.39,3.3,Asia
Dickson Group,60,7.32,2.9,North America
Allen Inc,43,8.52,4.2,North America
Ruiz LLC,6,8.82,3.0,South America
Duran LLC,4,5.98,2.7,Asia
"Hayden, Harmon and Mcdonald",48,7.65,3.1,Asia
Lopez-Martinez,59,9.03,5.0,Africa
Hernandez-Lopez,43,7.04,2.7,Oceania
Vargas-Snyder,83,6.27,3.6,Asia
Jones-Soto,23,8.6,3.9,Oceania
"Jackson, Mendez and Nguyen",51,8.56,3.9,Europe
Andrade-Jackson,99,6.03,4.9,South America
Hines-Berry,90,5.99,4.2,South America
Hernandez-Campbell,8,7.64,3.0,North America
"Matthews, Saunders and Anderson",36,8.23,2.8,Asia
Hayes Ltd,88,5.98,4.6,Europe
Stone PLC,58,5.98,4.3,South America
Robertson-Hays,11,6.07,3.1,Europe
"Wright, Ramos and Bennett",88,6.43,2.8,South America
"James, Bell and Chen",94,8.2,4.3,Asia
Barton-Chapman,8,6.46,4.5,Europe
Nolan and Sons,98,9.03,4.5,South America
Gamble-Wright,17,6.15,4.4,South America
"Franco, Wiley and Tapia",63,6.01,4.7,South America
James Group,42,6.91,4.6,Asia
Wolf-Harris,40,9.44,3.9,Africa
Weaver LLC,10,9.95,2.9,Europe
Allen Group,22,7.86,2.6,North America
Sims-Weber,70,6.41,4.7,Asia
"Robles, Nguyen and Banks",56,5.49,4.8,Europe
Holland Inc,41,5.67,3.6,North America
Rodriguez-Wood,34,7.07,4.2,South America
Mccall-Martin,1,8.4,4.2,Oceania
"Henderson, Alexander and Galvan",90,6.59,3.4,Oceania
Morgan-Barnes,11,9.82,3.0,South America
Marquez-Fletcher,62,6.47,3.4,South America
"Hamilton, Green and Edwards",27,7.64,4.8,Europe
"Smith, Gilmore and Johnston",64,9.29,4.9,Africa
Rangel LLC,97,6.07,2.7,South America
"Lawson, Morris and Ramos",47,5.26,4.6,Europe
Gilbert PLC,91,5.07,3.8,North America
Robertson-Hays,54,8.28,4.3,Africa
Brooks Ltd,89,6.52,4.0,South America
Green-Ewing,2,6.29,4.2,North America
Williamson and Sons,45,6.56,4.8,South America
Thomas LLC,95,6.54,2.6,Europe
"Price, Carlson and Andrews",81,7.92,3.1,Africa
Smith and Sons,37,9.5,4.8,South America
Diaz PLC,1,9.15,4.8,Oceania
"Ortega, Jackson and Salazar",57,7.28,4.8,Europe
"Hughes, Whitney and Romero",20,5.88,3.9,Europe
Smith and Sons,16,7.16,4.6,Asia
Novak PLC,87,8.4,2.6,Europe
"Glover, Moran and Johnson",12,7.9,2.8,Europe
"Reyes, Chase and Jenkins",11,8.54,4.5,Asia
Gomez-Foster,55,9.03,4.9,Oceania
"Barnes, Paul and Price",26,9.0,4.3,Asia
Powell-Sanford,39,7.32,4.5,Asia
Shaw Inc,67,9.0,4.5,Oceania
"Arnold, Cooper and Monroe",94,6.3,3.4,Oceania
"Quinn, Humphrey and Ford",5,8.98,3.6,Africa
Barber-Fischer,12,8.96,2.8,North America
Boone LLC,70,8.18,4.6,North America
Wagner-King,60,6.61,4.1,North America
"Norton, Cox and Johnson",95,5.86,2.8,Oceania
"Wilkinson, Wallace and Torres",51,5.19,4.7,North America
"Phillips, Thompson and Smith",31,8.06,3.6,Asia
Mendoza Group,99,8.48,5.0,Oceania
Abbott Ltd,22,9.91,4.9,North America
"Skinner, Smith and Wise",81,7.04,2.6,South America
"Morris, Ramos and Smith",2,6.51,4.7,South America
Medina and Sons,13,8.59,3.8,North America
West PLC,52,5.26,3.9,Oceania
May Inc,82,7.53,2.9,Asia
Bailey Ltd,28,5.17,4.6,Africa
Fox PLC,79,5.11,4.3,Oceania
Williams-Berg,21,9.23,3.7,Europe
Cortez-Chen,21,5.6,4.7,Asia
Sellers-Zuniga,53,7.41,4.8,Oceania
"Byrd, Oliver and Martinez",79,9.75,3.0,Asia
Byrd LLC,27,6.92,2.8,Europe
Nelson-King,54,6.22,3.1,Europe
"Lopez, Nichols and Clarke",29,7.54,3.6,Europe
Gibson Ltd,82,8.75,4.6,Africa
Fuller and Sons,54,8.11,2.9,Asia
"Hogan, Zimmerman and Hoffman",22,7.07,4.3,North America
"Anderson, Thompson and Gill",77,9.99,3.5,Europe
Hendricks Inc,80,7.76,4.6,Oceania
"Brooks, Greene and Rowland",40,6.08,4.8,Africa
Alexander Ltd,90,7.75,3.7,Asia
"Castro, Garcia and Daniels",15,7.07,4.3,Africa
Rhodes-Holland,1,6.43,2.6,South America
Cooper Inc,70,8.06,3.0,Asia
"Curry, Perry and Garcia",46,7.88,2.5,Oceania
"Johnson, Williams and May",17,7.88,3.6,South America
"Hodge, Mckinney and Nelson",59,9.28,2.8,Asia
Parks LLC,47,5.85,4.3,Africa
Harrell Group,63,5.04,2.9,South America
