education_required,avg_salary_usd,avg_years_experience
Master,73942,3
Associate,75127,7
Certificate,60681,5
Diploma,92520,1
Diploma,130980,5
Certificate,91064,8
PhD,83186,9
Bachelor,52720,9
Master,67774,5
Diploma,106616,0
Master,139388,3
Associate,115221,4
Bachelor,85373,4
Diploma,66123,6
Diploma,113738,6
Bachelor,116341,8
Master,115929,3
Associate,61146,2
PhD,132436,9
Bachelor,124133,6
Associate,118134,4
Master,139346,2
PhD,65442,7
PhD,65518,6
Diploma,115591,3
Diploma,58962,7
Master,116200,0
Associate,63803,8
PhD,126568,4
Diploma,94902,1
Master,61186,7
Certificate,110931,0
Diploma,147112,4
PhD,97751,1
Diploma,105538,8
Associate,111212,0
PhD,136702,9
Master,109987,9
Bachelor,115690,0
Certificate,72481,7
Diploma,131864,3
Bachelor,120836,8
PhD,124951,3
Master,105797,2
PhD,94484,0
PhD,51329,5
Certificate,50024,1
Diploma,85479,6
PhD,134850,6
Master,145849,2
Associate,66952,2
Bachelor,109671,2
Diploma,63443,9
Master,149359,6
PhD,87858,9
Master,140521,7
Certificate,140408,0
Master,52802,0
Associate,118322,8
Bachelor,97472,5
Bachelor,100220,1
PhD,138399,4
Diploma,112090,8
Master,144674,4
Diploma,115080,7
Diploma,142591,7
PhD,104519,5
Associate,111898,7
Master,143123,0
PhD,58163,1
Diploma,122715,4
Master,86159,0
Associate,132359,5
PhD,54772,8
Diploma,126627,8
Bachelor,116051,0
Master,126182,2
Bachelor,113305,9
PhD,78444,4
Diploma,64399,7
Bachelor,144611,3
Master,79029,5
Diploma,63855,4
PhD,52789,0
Certificate,139029,5
Master,82958,0
Bachelor,132806,2
Master,91817,0
Certificate,137607,4
Bachelor,98357,5
Bachelor,131263,0
Certificate,147409,0
Associate,54420,2
Bachelor,86570,7
Master,121810,9
Certificate,148353,1
Associate,133458,1
PhD,123904,1
Bachelor,125601,7
PhD,79252,0
Diploma,66250,5
Bachelor,71031,4
Bachelor,63170,4
Master,104743,1
Certificate,123086,1
Bachelor,117611,0
Bachelor,90228,1
Diploma,85561,0
PhD,87685,8
Certificate,147395,4
Bachelor,114832,5
Certificate,120309,1
Certificate,148578,0
Certificate,81301,3
Bachelor,61900,7
Certificate,94082,7
PhD,130618,4
Bachelor,146465,8
Master,107703,8
Bachelor,130029,7
Certificate,92792,4
Diploma,94944,0
Bachelor,92318,5
Certificate,82672,1
PhD,130175,7
Diploma,91181,7
Diploma,112128,8
Diploma,70540,5
Associate,110919,7
Certificate,70755,3
Associate,84251,3
Bachelor,70333,1
PhD,100089,4
PhD,112927,1
PhD,77842,4
Certificate,75096,4
Certificate,96436,1
Bachelor,137001,7
Master,127181,9
PhD,92046,1
Associate,95495,7
PhD,50821,3
Bachelor,101818,8
Bachelor,76641,6
Certificate,101531,3
PhD,136993,5
PhD,74358,8
PhD,92077,6
PhD,130654,2
Master,113207,9
Certificate,117509,7
PhD,97255,4
Diploma,79621,0
Master,136289,6
Master,143333,0
PhD,100426,4
Certificate,65232,1
Associate,98748,6
Bachelor,124275,4
Associate,78214,8
PhD,137031,0
Bachelor,136397,4
Master,74727,3
Certificate,68181,8
Master,137255,8
PhD,68676,8
Associate,119996,6
Diploma,112390,8
Associate,59351,0
Certificate,116360,8
Master,120493,0
Associate,91330,4
Bachelor,58002,4
Certificate,66664,9
Diploma,78899,6
Bachelor,110877,2
Associate,126555,3
Certificate,134599,1
Certificate,142229,0
Master,56221,3
Certificate,122377,0
Bachelor,90126,5
Bachelor,70405,9
Associate,66044,8
Bachelor,63201,2
Bachelor,81297,3
Bachelor,133816,4
PhD,136056,4
Bachelor,82761,4
Certificate,55158,0
Bachelor,96528,2
Associate,134944,5
Associate,133592,8
Bachelor,137864,7
Diploma,136845,6
Certificate,88847,7
Diploma,123923,6
Associate,101533,2
Master,54561,0
Certificate,116599,2
Certificate,111641,5
Diploma,83953,0
Associate,100996,3
Diploma,72708,5
Diploma,113572,2
Diploma,135747,8
Bachelor,112744,0
Master,52374,5
Certificate,118102,3
Master,108842,5
Certificate,141931,3
Associate,82168,0
Certificate,65061,1
Certificate,149913,5
Master,93406,6
PhD,71704,3
PhD,142387,6
Associate,69107,8
PhD,135584,6
Diploma,109685,6
Master,88198,1
Bachelor,62303,7
Diploma,136696,3
PhD,60498,7
PhD,81585,8
Associate,85277,4
Bachelor,98931,0
Master,144711,1
Associate,121861,3
PhD,106788,7
Master,107338,5
Diploma,113948,8
Master,64800,1
Associate,113125,3
Bachelor,81305,6
Bachelor,101649,5
Associate,87718,4
Certificate,51572,3
Bachelor,82778,8
Master,73251,6
Bachelor,102597,8
Bachelor,116292,5
Certificate,101742,9
Certificate,120364,5
Bachelor,145051,0
Associate,62916,0
Associate,69449,4
PhD,104029,5
Master,70373,0
Associate,88033,2
PhD,68880,0
Certificate,147277,1
Certificate,125732,3
Certificate,84552,7
Bachelor,76539,0
Bachelor,97406,5
PhD,119588,8
Diploma,81195,2
Associate,135642,5
Certificate,77075,3
Associate,71151,6
Associate,138440,2
Master,70400,4
Bachelor,53570,6
PhD,135944,5
PhD,128761,1
Master,116428,3
Bachelor,56533,7
Master,119661,1
Diploma,86054,8
PhD,56100,6
PhD,92216,3
Certificate,103343,9
Certificate,82126,1
Bachelor,66049,0
PhD,144592,9
Bachelor,91549,2
Master,83460,3
PhD,128357,2
Bachelor,70837,1
Master,64170,6
Bachelor,88940,3
Bachelor,80397,8
PhD,89987,2
Associate,142457,6
Bachelor,74508,6
Associate,144023,4
PhD,75084,3
PhD,141591,8
Bachelor,56525,3
Associate,76611,9
Master,102460,9
Bachelor,77306,9
PhD,105952,1
Certificate,144527,6
Master,56443,4
Associate,122634,8
Certificate,69895,0
Certificate,149913,2
Diploma,67066,7
PhD,103885,9
Master,74371,3
Bachelor,115966,1
Diploma,104941,2
Certificate,57992,2
PhD,113222,4
Associate,101085,4
Diploma,127062,4
Diploma,96968,5
Diploma,60298,7
Bachelor,99260,0
Master,100542,0
Diploma,53015,1
Diploma,58774,0
Diploma,126844,6
Diploma,87190,0
Bachelor,130883,1
Bachelor,129983,8
Bachelor,146529,9
Associate,79763,4
Bachelor,71822,1
Diploma,144290,6
Master,116378,3
PhD,124191,7
Bachelor,87345,9
Master,86229,5
Diploma,60589,8
Certificate,76946,9
Associate,118150,4
PhD,57058,6
PhD,134583,2
PhD,93021,6
Master,110717,3
Associate,109892,5
Bachelor,115133,8
Bachelor,55826,6
Diploma,109185,2
Certificate,99980,7
Bachelor,60664,2
Bachelor,108659,6
Associate,59837,1
Bachelor,94946,9
Certificate,127548,2
Master,54849,2
PhD,106636,9
Diploma,116504,8
Associate,101251,0
Bachelor,71485,8
Bachelor,139919,7
Certificate,72677,6
Certificate,104618,1
Master,68568,6
Bachelor,72662,4
Certificate,142067,7
PhD,60615,2
Certificate,89727,1
Associate,145165,5
Diploma,92160,8
PhD,95557,8
PhD,126909,6
Diploma,72255,5
Master,90074,1
Diploma,138529,5
Bachelor,82630,1
Certificate,143077,0
PhD,88145,9
Diploma,64762,7
Master,109178,2
Master,51718,6
Master,86601,7
Associate,115403,4
Associate,127004,0
Diploma,90431,7
Diploma,84535,6
Certificate,122295,3
PhD,97180,9
Diploma,82422,3
Diploma,60094,9
Certificate,86179,6
PhD,77404,4
Master,120146,1
Associate,85633,8
PhD,57224,3
Certificate,75569,2
PhD,126731,3
Associate,126824,4
Certificate,107355,1
Associate,79411,3
Master,97686,1
Master,64068,8
Certificate,137401,3
Bachelor,110568,8
Associate,146749,3
Associate,97474,1
Certificate,68000,1
Diploma,87828,5
Diploma,107448,1
Master,136420,4
Certificate,100312,5
PhD,61729,0
Diploma,144019,5
Certificate,88950,4
PhD,98559,5
Master,141266,3
Bachelor,60966,8
Bachelor,61878,7
Bachelor,110851,3
Certificate,81330,9
PhD,140846,8
Bachelor,62653,9
PhD,60603,6
Master,58890,9
Associate,65158,5
Certificate,133095,7
Certificate,120599,2
Diploma,105353,7
Master,57161,8
Associate,60591,3
Bachelor,68238,4
Master,77423,9
Master,52635,5
PhD,122189,3
Certificate,139187,4
Diploma,98624,2
Master,143189,4
Master,137572,5
Certificate,106198,9
Certificate,93392,8
Certificate,60079,2
Certificate,110830,3
PhD,117181,4
Associate,116480,1
PhD,125933,6
PhD,91923,5
PhD,101066,9
PhD,81246,6
Master,95153,5
Certificate,52973,7
Master,130786,5
Associate,130541,6
PhD,145081,0
Diploma,117400,4
Certificate,101882,9
Certificate,126614,9
Associate,115649,4
Certificate,99756,1
Bachelor,63433,8
Diploma,148236,6
Master,121257,7
PhD,93130,8
Associate,62790,5
Associate,54100,8
Master,67911,9
Certificate,80554,2
Associate,101873,9
Bachelor,80935,6
Bachelor,105287,2
Diploma,106343,1
Associate,87407,7
Master,124835,0
Associate,101926,2
PhD,61526,1
Bachelor,64009,7
Diploma,59351,7
Diploma,119252,4
Bachelor,92040,4
PhD,72677,0
PhD,85814,5
PhD,99886,9
Associate,72696,3
Diploma,148486,4
Bachelor,116635,8
Master,61866,6
Certificate,74625,4
PhD,79317,2
Bachelor,50464,7
Bachelor,137286,1
Master,116997,7
PhD,149460,1
PhD,101348,9
Bachelor,78383,0
Master,71714,6
PhD,57494,8
Diploma,131923,9
Associate,90691,0
Master,79340,9
Associate,97650,6
Bachelor,143377,6
Certificate,106428,6
Diploma,96307,1
Bachelor,146974,4
PhD,50664,5
Bachelor,102966,0
Diploma,83034,5
Bachelor,111111,9
Associate,106318,4
Master,117227,2
Bachelor,135064,9
Bachelor,61311,1
Bachelor,112878,6
Certificate,77670,1
PhD,143043,8
Diploma,100468,3
PhD,88294,6
Master,73166,5
Certificate,63177,6
Associate,76274,5
Associate,54370,9
PhD,103693,9
Master,128691,1
PhD,84153,8
Associate,87105,7
Bachelor,117954,8
Bachelor,95834,3
Certificate,67686,0
Bachelor,127553,2
Diploma,135894,2
Certificate,78768,4
Diploma,133664,8
PhD,145248,0
Diploma,94783,1
PhD,67371,0
Diploma,76030,1
Master,55624,7
Master,142925,3
Master,79998,0
Diploma,92235,8
Diploma,93968,7
PhD,63973,3
Diploma,91501,1
Diploma,63312,0
PhD,113526,4
Bachelor,144001,8
Diploma,148452,2
Bachelor,132423,9
Master,65591,0
Certificate,133582,4
Associate,129446,8
Master,71537,7
Master,113945,5
Diploma,135554,0
PhD,103772,5
Associate,127220,8
Certificate,60176,5
Diploma,143278,1
PhD,53873,9
Associate,115863,8
Associate,129951,4
Associate,86024,9
Associate,118435,1
Diploma,122403,7
Diploma,61431,8
Certificate,50848,0
Diploma,88927,4
PhD,77525,2
Associate,94010,8
Diploma,74444,6
Certificate,134402,4
Diploma,128500,2
Diploma,97128,8
Master,142120,4
Associate,102228,4
Associate,139044,3
Associate,70500,4
PhD,136014,8
Bachelor,101289,2
Certificate,73027,7
Master,98036,3
PhD,88332,7
Certificate,59404,5
PhD,68481,8
Associate,128821,5
Bachelor,128268,7
Master,131191,8
PhD,66183,8
Certificate,71822,4
PhD,83864,7
Diploma,86538,3
Master,88410,3
PhD,81824,7
PhD,89179,3
Associate,96285,0
PhD,112178,0
Associate,148725,9
Bachelor,77817,6
Bachelor,149160,8
Associate,59825,3
Bachelor,80596,3
PhD,108224,1
Diploma,92874,3
Certificate,88171,4
Associate,136467,5
PhD,102178,8
Diploma,63674,6
Certificate,51235,5
Certificate,134506,8
PhD,110141,1
Diploma,55699,9
Certificate,141347,6
Certificate,122333,7
Certificate,101157,8
Diploma,143816,1
PhD,128878,0
Associate,132009,0
PhD,66682,1
Bachelor,77043,9
Bachelor,57528,0
Master,98284,7
Certificate,121121,2
Master,101573,4
Associate,140749,9
PhD,98597,1
Certificate,72090,4
PhD,90695,4
Certificate,136277,1
Associate,127715,1
Certificate,78783,2
Certificate,77898,2
Diploma,57555,4
Master,136078,0
Diploma,88903,0
Diploma,142934,3
Diploma,103524,2
Certificate,68535,6
Bachelor,145851,1
Associate,57795,0
Associate,94045,0
Diploma,89420,6
Associate,148120,2
PhD,106162,3
Diploma,109207,1
PhD,79573,1
Associate,52758,5
Master,108014,2
Bachelor,115447,2
Diploma,93023,1
Associate,118818,2
Master,51102,9
PhD,98759,7
Diploma,51068,5
Certificate,62464,4
Diploma,54795,8
Certificate,80501,0
Associate,108887,1
PhD,58503,6
Associate,131975,5
Associate,79522,0
Diploma,63169,0
PhD,90114,5
Master,146605,6
Certificate,71280,2
Diploma,73028,9
Bachelor,98451,4
PhD,96986,2
Associate,66629,0
Master,87419,0
Diploma,147934,9
Certificate,102462,2
Bachelor,74447,1
Certificate,86104,4
Master,145849,2
Associate,86146,8
Associate,108970,0
Associate,114687,2
Diploma,110466,6
Bachelor,87999,6
PhD,76490,4
Diploma,89435,6
Certificate,85859,8
Associate,140434,5
Associate,112633,1
Diploma,117325,7
Diploma,87931,7
PhD,135984,7
PhD,76232,3
Bachelor,84713,8
Certificate,57022,4
Certificate,145172,1
Diploma,140378,6
Certificate,147627,8
PhD,77243,3
Associate,91825,7
PhD,118872,6
Certificate,67987,9
Associate,126457,9
Master,87570,2
Diploma,81225,1
Bachelor,81745,1
Associate,72928,8
Diploma,115762,7
Bachelor,90886,5
Master,60024,3
Bachelor,122772,0
Diploma,79540,9
Bachelor,98663,2
Associate,105591,8
Master,110588,5
Diploma,136787,8
Certificate,76892,6
PhD,116363,3
Master,131135,6
Associate,105798,9
Bachelor,139095,5
Associate,55264,4
Master,106885,3
PhD,90858,1
Certificate,109110,6
Certificate,83154,7
Master,65696,1
PhD,83005,4
PhD,72993,4
Master,137953,0
Bachelor,78647,9
Master,119574,9
Diploma,76859,7
Bachelor,100879,6
Bachelor,147185,3
Diploma,80148,3
Certificate,135849,1
Master,63316,7
Associate,58253,7
Bachelor,65098,2
Diploma,103197,2
Bachelor,138698,8
Diploma,95266,8
Bachelor,115936,5
Certificate,149907,0
Associate,72745,8
Certificate,130477,7
Associate,111915,1
Bachelor,100671,0
PhD,72318,4
PhD,134276,4
Associate,115942,1
Associate,132798,8
Associate,73722,8
Bachelor,81919,1
PhD,149859,9
Bachelor,88509,3
Associate,106715,8
Master,63920,4
PhD,114309,8
Diploma,89623,3
Bachelor,77193,9
Associate,107698,2
Certificate,113604,4
Diploma,147735,2
Bachelor,82912,4
PhD,94557,9
Bachelor,134311,1
Diploma,75271,6
Bachelor,88984,6
PhD,147379,4
Certificate,101760,3
Certificate,122019,3
Diploma,149427,5
Master,120451,1
Certificate,113693,2
Associate,81587,6
PhD,140532,1
Bachelor,139398,1
PhD,146257,1
Master,127748,0
Diploma,147365,8
Associate,70622,4
Diploma,95926,3
Bachelor,71769,1
PhD,81686,1
Diploma,87914,6
Diploma,99296,5
Master,125704,0
Associate,91615,8
Bachelor,120113,7
Associate,131521,7
PhD,112586,2
Certificate,135978,4
Certificate,104017,0
Certificate,107917,7
Bachelor,78700,3
PhD,134753,1
PhD,103835,7
Master,85174,1
Certificate,53481,0
Associate,62136,8
PhD,138052,0
Diploma,95808,3
Associate,107610,3
Diploma,69182,3
Bachelor,110459,7
Bachelor,67274,8
Bachelor,95361,8
Diploma,115686,9
Master,56848,2
Diploma,129840,0
Associate,79877,2
Bachelor,130165,0
Bachelor,70055,2
Associate,112390,9
PhD,113354,4
Diploma,93719,7
Master,53382,4
PhD,130928,3
Bachelor,70776,9
Associate,101748,7
Bachelor,71014,5
PhD,56989,4
Bachelor,104475,1
Master,126325,5
Certificate,58007,4
Certificate,77213,4
PhD,58138,9
Bachelor,140092,6
Associate,133340,9
Diploma,57524,3
Associate,69851,7
Certificate,82821,6
Master,92481,9
Certificate,84586,6
Diploma,133792,0
PhD,50109,6
Certificate,58487,4
Certificate,114939,7
Master,145401,2
Diploma,71592,0
Diploma,79292,8
PhD,111257,5
PhD,50256,7
Certificate,74677,2
Certificate,129215,6
Certificate,87629,9
Bachelor,143196,0
Bachelor,144204,7
Diploma,75532,5
Master,83733,4
Diploma,113035,6
Diploma,54814,2
Master,118032,6
Certificate,90832,7
Diploma,71309,4
Bachelor,108479,0
Master,62207,3
Master,137051,5
Bachelor,145294,8
Associate,66252,0
Associate,80275,3
Certificate,58474,3
Bachelor,92849,2
Bachelor,89210,7
Certificate,64246,6
Bachelor,139501,5
Certificate,116919,4
Certificate,130105,1
Master,103817,4
Certificate,131759,9
PhD,102275,2
Master,122815,1
Master,69952,7
Bachelor,96876,9
Bachelor,82408,5
Diploma,147776,6
PhD,108727,4
Certificate,112509,6
Associate,98720,8
Certificate,145538,5
Associate,64202,3
Bachelor,56970,8
Diploma,69650,6
Diploma,56691,6
Bachelor,59807,4
Certificate,67453,7
Bachelor,90730,3
Certificate,88386,4
Diploma,80586,2
Bachelor,66619,5
Associate,66449,1
Associate,145471,9
Associate,104780,8
PhD,95414,6
Associate,69730,9
PhD,141696,8
Certificate,143370,3
Master,116300,9
Certificate,142058,4
Master,85636,1
PhD,145712,7
Certificate,50362,9
Master,96253,1
Bachelor,110097,2
Associate,98507,0
PhD,107610,8
Certificate,68895,5
Bachelor,95353,8
Bachelor,130700,6
Master,82984,7
Associate,109799,9
Diploma,59177,1
Associate,96888,0
Bachelor,59101,1
Master,55461,0
Bachelor,83986,3
Bachelor,136890,6
Certificate,115974,5
Bachelor,105307,5
PhD,127303,7
Bachelor,123482,9
Associate,83540,3
Diploma,144776,0
PhD,112101,6
PhD,97217,2
Certificate,56359,3
Certificate,117144,9
Diploma,123141,0
Bachelor,126264,3
Master,147004,1
Diploma,104385,3
Master,141074,1
Certificate,85294,3
Bachelor,101084,2
Certificate,84118,3
Master,65973,1
Diploma,55889,6
Certificate,108808,8
Certificate,105237,9
Associate,81150,2
Bachelor,129462,0
Master,139554,6
Associate,140881,4
Associate,75519,6
Certificate,51360,2
PhD,111876,5
PhD,147302,5
PhD,107173,2
PhD,80999,8
PhD,142572,0
Associate,58913,3
Certificate,75424,6
Master,83740,6
Bachelor,141313,8
PhD,135621,5
PhD,85611,3
Bachelor,119002,6
Associate,144158,6
Associate,90678,1
PhD,80095,0
PhD,138088,9
Diploma,75264,1
PhD,135698,6
Associate,112472,8
Bachelor,127817,3
Bachelor,124814,3
Diploma,147957,5
Master,134910,5
Certificate,142432,4
Associate,89998,7
Certificate,131873,4
Diploma,111553,8
Bachelor,118474,4
Master,88454,0
Certificate,63177,0
Certificate,115153,2
Bachelor,122957,1
Certificate,142796,3
PhD,89293,0
Certificate,93922,6
PhD,83925,2
Master,102078,0
Master,120745,6
Certificate,53958,1
PhD,110666,6
Master,61779,2
Bachelor,119624,5
Certificate,117119,3
Master,122620,3
Master,96859,7
PhD,99795,6
Certificate,111349,9
Associate,65715,7
Certificate,96645,6
Certificate,127005,6
Diploma,136894,9
Diploma,110979,6
Associate,52192,7
Certificate,84875,4
Bachelor,128209,8
PhD,72878,9
Certificate,59277,3
Bachelor,51739,1
Associate,77632,0
Associate,61914,4
Diploma,138092,4
Master,76550,6
Diploma,60255,0
Bachelor,98558,6
Associate,138978,1
Bachelor,148290,2
Diploma,131903,6
Diploma,57477,4
Certificate,115855,9
Diploma,116638,7
Certificate,136593,0
Certificate,128948,6
Bachelor,120294,3
Associate,61896,0
PhD,109062,3
Bachelor,101755,6
Certificate,109101,1
Certificate,139279,9
Associate,127385,4
Certificate,98970,0
Bachelor,146675,0
Bachelor,91101,0
Bachelor,62661,7
Certificate,104784,1
Associate,133285,0
PhD,86238,8
Associate,50607,7
Bachelor,111163,7
Master,82927,9
Bachelor,132942,3
Associate,145743,3
Diploma,138183,8
Master,115745,2
Certificate,92592,0
PhD,108470,9
Diploma,90543,8
Diploma,135853,2
Master,76914,2
PhD,129159,2
Diploma,75852,3
PhD,132923,2
Diploma,65741,1
Certificate,134291,4
Diploma,94664,1
Certificate,116512,6
Bachelor,73515,9
Associate,144797,2
Associate,135772,8
Master,138997,7
Master,128885,6
Certificate,85659,3
Master,110838,5
Bachelor,73681,5
Associate,95466,8
PhD,115790,2
Certificate,140377,8
Master,61095,2
